"akb021";"use_amt";"amt";"bili";"use_cnt"
"桐乡市河山镇卫生院";583.75;0.00;0.00000000000000000000;2
"武汉大学人民医院";89313.73;40837.78;0.45723966516682261507;6
"永嘉县喜乐药店";1132.99;436.15;0.38495485397046752399;1
"永嘉县普健堂药品零售有限公司";366.91;0.00;0.00000000000000000000;1
"江北区儿童医院";4734.56;1219.17;0.25750439322767057551;23
"泉州市第一医院";69833.78;47212.63;0.67607152297928022799;2
"洞头县联益医药零售有限公司";8314.00;383.38;0.04611258118835698821;6
"浙江华联医药连锁有限公司华联国际商贸城大药房连锁店";2383.97;579.84;0.24322453722152543866;21
"浙江华通医药连锁有限公司平水新桥药店";2644.49;558.08;0.21103501998494983910;21
"浙江省余姚中学医务室";6153.49;1861.48;0.30250800765094279831;51
"浙江震元医药连锁有限公司中成药店";30214.59;13097.61;0.43348627269143814296;83
"浙江震元医药连锁有限公司平水药店";1460.48;612.72;0.41953330411919368975;6
"浙江震元医药连锁有限公司门市部";3136.20;992.58;0.31649129519801033097;19
"浣东街道盛兆坞社区服务站";;0.00;;1
"浦江县人民医院";78587.95;35896.07;0.45676302791967470840;64
"海宁市中医院";197471.26;145471.76;0.73667307333735552201;49
"温州市中心医院";47418808.82;27304869.67;0.57582360986013482065;6452
"温州市同润堂大药房有限公司";17623.00;0.00;0.000000000000000000000000;2
"温州市布衣大药房虹桥时代广场店";1532.40;0.00;0.00000000000000000000;3
"温州康华药品零售有限公司";79.00;0.00;0.00000000000000000000;1
"温州延生堂医药连锁有限公司南浦店";118089.90;35503.29;0.30064628727774348187;52
"滨海县人民医院";788.32;490.72;0.62248832961234016643;1
"福建医科大学附属第一医院";47107.02;60095.19;1.2757162308292904;7
"绍兴华通医药连锁有限公司柯岩余渚药店";1186.48;216.08;0.18211853549996628683;5
"2017年自行赴外三级非特约医院";10145.37;5769.96;0.56872839531727280523;4
"2018年自行赴外二级特约医院";2855.54;1258.43;0.44069773142733073254;1
"三门县福康药店";1035721.80;0.00;0.000000000000000000000000;3044
"上海交通大学医学院附属第九人民医院浦东分院";0.00;0.00;0;1
"上海市公共卫生临床中心第二执业点";182577.91;107359.13;0.58801817810270694850;2
"上海市徐汇区康健街道社区卫生服务中心";325.71;114.23;0.35071075496607411501;2
"上海市眼病防治中心";31728.10;5476.76;0.17261544183231898538;9
"上海市长宁区光华中西医结合医院";153115.14;52918.30;0.34561115249608889101;9
"上海市青浦区朱家角人民医院";31789.31;9090.10;0.28594832665446340295;5
"中国医学科学院血液病医院";76611.26;23263.76;0.30365980144433076809;5
"中国福利会国际和平妇幼保健院（上海市）";278832.12;130961.54;0.46967881605605552187;52
"义乌普济骨伤科医院";545792.95;321023.08;0.58817740317092773001;458
"乐清市宁康医药公司鹏辉药店";383.50;0.00;0.00000000000000000000;2
"余姚市河姆渡镇社区卫生服务中心（河姆渡镇卫生院）";537313.92;202002.91;0.37594951941688017314;2293
"余姚市阳明街道社区卫生服务中心（阳明街道卫生院）";3163683.29;1443506.88;0.45627414240949510468;14745
"六安市人民医院";13029.17;4949.20;0.37985535532961808005;4
"北京中医科学院广安门医院";923.86;82.70;0.08951572749117831706;2
"北京市垂杨柳医院";37145.04;18618.91;0.50124888814226610067;7
"北京市第一中西医结合医院";5021.04;0.00;0.00000000000000000000;2
"北京顺天德中医医院";1138.15;0.00;0.00000000000000000000;1
"北苑街道季宅村社区卫生服务站";9710.69;3908.80;0.40252546420491231828;65
"南京市玄武区新街口社区卫生服务中心(南京市玄武医院) ";4457.40;1011.71;0.22697312334544801902;1
"南京市秦淮医院";1781.00;189.69;0.10650758001122964627;1
"南湖区余新中心医院";815.03;27.00;0.03312761493441959192;9
"双庙卫生院";127254.05;695.30;0.00546387325197115534;307
"台州市黄岩爱心大药房";100.00;0.00;0.00000000000000000000;1
"嘉兴城北中西医结合门诊部有限公司";3640.54;967.71;0.26581496151669807226;8
"嘉兴市秀洲区油车港镇卫生院";538.13;0.00;0.00000000000000000000;2
"嘉善县天凝镇杨庙社区卫生服务站";1199792.32;150131.38;0.12513113936251900662;3079
"大陈镇红旗村社区卫生服务站";4749.66;1455.63;0.30647035787824812723;35
"宁波大学医学院附属";391.88;299.83;0.76510666530570582831;1
"宁波奉化栖凤卫生所";14086.69;7905.38;0.56119500038689003591;107
"宁波市社会福利中心医院";21071.83;13196.13;0.62624508644953950369;64
"宁海县深圳中心卫生院";549795.19;257488.64;0.46833556328493888788;1749
"安吉县中医院";6391.21;4020.91;0.62913125996485798464;1
"宜山镇宜一社区卫生服务站";1878.93;0.00;0.00000000000000000000;1
"山东省立医院南院（济南市市中区人民医院）";14815.79;8762.29;0.59141564506516358561;1
"嵊州市长乐驻春堂华通医药加盟店";695.50;452.00;0.64989216391085549964;4
"平湖市独山港镇中心卫生院";3565744.17;2291914.02;0.64275896158865485855;4885
"平阳县顺溪镇中心卫生院";613891.07;137020.30;0.22319969567239347528;419
"建德市李家镇卫生院";18409.50;11184.61;0.60754556071593470762;85
"建德新安江陈英牙科门诊部";13676.00;2176.05;0.15911450716583796432;55
"廿三里街道埠头村社区卫生服务站";8054.91;2844.14;0.35309395139113906921;68
"徐州市中医院";12706.37;8468.99;0.66651529901931078664;1
"慈溪嘉妮口腔门诊部";187418.00;3011.30;0.01606729342965990460;202
"慈溪新浦曹德慧中医诊所";31564.91;24164.87;0.76556118804077058987;189
"慈溪鲍尧坤医院";117216.56;53593.91;0.45722131753397301542;333
"新昌县得恩德祥瑞堂大药房";6130.44;2474.10;0.40357625227552997827;25
"新疆维吾尔自治区人民医院";61387.37;28431.79;0.46315373993054271587;4
"春天大药房三门药店";1218810.90;0.00;0.000000000000000000000000;1524
"杭州上城徐东西医诊所";2472068.30;1067095.76;0.43166111551205927441;3045
"杭州九麟口腔门诊部";1014001.00;30016.05;0.02960159802603744967;868
"杭州余杭康宁医院有限公司";1391965.11;1168640.06;0.83956131630339498955;152
"杭州半山大药房半山路中医坐堂医诊所";931105.87;644097.44;0.69175532101413988508;495
"杭州双龙药店有限公司";49.00;0.00;0.00000000000000000000;1
"杭州安仁健康管理有限公司润宇堂中医诊所";1746902.01;1168901.25;0.66912811554896545113;1085
"杭州富阳冯毅凤中医诊所";1971427.99;1189869.82;0.60355733307814098754;1362
"杭州富阳城中中西医结合医院有限公司";1410885.06;818053.02;0.57981549538840534607;1430
"杭州富阳王振和中医门诊部有限公司常安中医诊所";1165538.21;624429.12;0.53574315680307040299;1291
"杭州尚佳健康管理有限公司紫花路口腔诊所";2695874.00;223361.81;0.08285320827308694694;1956
"杭州岐黄中医门诊部";34028808.06;24158035.99;0.70992895041766561365;9625
"杭州市大江东医院";189295266.87;83979812.44;0.44364454446541334169;87271
"杭州市富阳中医骨伤医院*";92003.53;45854.25;0.49839663760727441654;58
"杭州市富阳区春江街道春江村俞家埠卫生室";1250287.02;699503.01;0.55947394383091332101;1124
"杭州拱墅汪玉琴中医诊所";844205.34;533559.39;0.63202560410243318290;779
"杭州经济技术开发区吴云刚口腔诊所";3149955.95;180407.50;0.05727302313545051320;5827
"杭州萧山南阳高金利西内科诊所";3763144.60;1736215.06;0.46137346409702141130;2303
"杭州萧山和茂中医门诊部";18733459.07;10694057.59;0.57085333520308590826;9422
"杭州萧山张纯建中医门诊部";2918669.51;1585256.56;0.54314356406868415876;2837
"杭州萧山河庄张智龙西内科诊所";3337139.75;1422261.12;0.42619165709197524617;3043
"杭州董旭堂药店";68.00;0.00;0.00000000000000000000;1
"杭州诚兴药店";3.30;0.00;0.00000000000000000000;1
"毕节市黔西县中心医院";5351.23;3458.83;0.64636167759561820367;2
"永嘉同安医院";413243.32;82755.08;0.20025751414445126421;145
"浙江华联医药连锁有限公司华仁堂连锁店";1006.10;193.45;0.19227710963124937879;12
"浙江华联医药连锁有限公司钱清连锁二店";355.00;139.78;0.39374647887323943662;5
"浙江大学医学院附属儿童医院滨江院区";52633.31;31986.41;0.60772180202993123556;14
"浙江大学医学院附属口腔医院城西分院";544.00;0.00;0.00000000000000000000;1
"浙江康盛堂大药房医药连锁有限公司虹桥西街店";54.80;0.00;0.00000000000000000000;1
"三墩镇社区卫生服务中心同仁社区卫生服务站";225.16;0.00;0.00000000000000000000;1
"三门县炎福药店";1071120.00;0.00;0.000000000000000000000000;844
"上海东明社区卫生服务中心 ";3968.69;0.00;0.00000000000000000000;1
"上海安达医院";58719.60;21271.36;0.36225314886341187610;22
"上海市宝山区张庙街道长江路社区卫生服务中心";4455.98;496.85;0.11150184695622511771;3
"上海市普陀区妇幼保健院";17746.60;4940.02;0.27836430640235312680;1
"上海振国医院";2275.70;398.33;0.17503625258162323681;1
"上虞区内定点药店（谈判药品和大病药品结算）";465678.89;382077.84;0.82047489848637974549;19
"东莞市厚街医院";5131.33;914.39;0.17819746537447406423;2
"中国人民武装警察部队北京市总队第三医院";30563.35;10466.42;0.34245002592974919307;1
"中国人民解放军第202医院";43053.15;6482.13;0.15056110876904477373;2
"仙居县聚康堂药房";1051788.21;0.00;0.000000000000000000000000;669
"余姚市新医学会门诊部";26908.76;13835.66;0.51416936343406385133;818
"余姚济世甘草中医门诊部";354328.56;228128.63;0.64383359331802099159;332
"北京华医中西医结合皮肤病医院有限公司";1559.60;0.00;0.00000000000000000000;1
"北京地坛医院";638.08;0.00;0.00000000000000000000;1
"北京甘家口街道水科院北院社区卫生服务站";99.01;21.66;0.21876578123421876578;1
"南京市第一医院(异地)";16420.13;9049.85;0.55114362675569560046;1
"南华大学附属第一医院";56366.38;23300.73;0.41337992611908020348;3
"南湖区大桥镇卫生院（新）";15527.71;2847.89;0.18340695440602638766;24
"台州市中医院";111170.96;34988.34;0.31472553623716121548;65
"台州市路桥红雨药店";727.60;0.00;0.00000000000000000000;4
"台州市黄岩健长药店(普通合伙)";136.00;0.00;0.00000000000000000000;2
"嘉善东方医院";5417257.55;2948299.87;0.54424214517915988691;3194
"复旦大学附属华山医院宝山医院（仁和医院)";3040.79;0.00;0.00000000000000000000;2
"宁围镇丰北社区卫生服务站";978.60;881.51;0.90078683834048640916;5
"宁波奉化应杰内科诊所";172458.79;42027.45;0.24369560983235473240;777
"宁波市北仑区中医院";11358120.56;4713081.48;0.41495258437369500857;32395
"宁波市眼科医院镇安门诊部";52056.82;17702.20;0.34005534721483179341;464
"宁波江北陈冠兴口腔诊所";18299.00;668.00;0.03650472703426416744;95
"常熟广仁医院";224.95;130.85;0.58168481884863302956;1
"平湖第一人民医院";1349509.27;321487.54;0.23822551437531066385;453
"平阳县水头镇卫生院";1339579.56;336355.72;0.25109051380270388718;1894
"建德吕氏口腔门诊部";13591.00;2340.70;0.17222426605842101391;17
"建德市大慈岩镇里叶卫生院";4291.70;2699.33;0.62896521192068411119;16
"建德市妇幼保健医院";166539.23;73951.44;0.44404816811030049797;465
"徐汇区漕河泾街道社区卫生服务中心";2124.29;244.62;0.11515376902400331405;3
"成都上锦南府医院";;772.38;;1
"新昌县城关镇钟楼社区卫生服务站";4111.22;2693.30;0.65510967547346043267;30
"杭州余杭区华临山庄老年公寓医务室";257922.71;59911.16;0.23228338442938971911;157
"杭州余杭泰康医疗门诊部";1687321.68;1124792.64;0.66661422853287821205;1608
"杭州余杭邦尔医院";79730597.73;46183805.22;0.57924819999966655210;23497
"杭州基督教协会圣爱康复医院";17131672.80;13434565.45;0.78419460883002621904;890
"杭州市临安区於潜镇千洪卫生院";5630.28;3087.42;0.54835993947015068522;54
"杭州市富阳区富春街道社区卫生服务中心";61704947.04;30758971.88;0.49848469783242196265;62297
"杭州市富阳区灵桥镇礼源卫生院";2462722.53;910499.44;0.36971255547818454400;2360
"杭州市萧山区瓜沥镇社区卫生服务中心党山分中心";4845.28;2656.12;0.54818710167420665060;17
"杭州江干区潘明敏口腔诊所";1400965.00;119177.54;0.08506817800587452220;2285
"杭州消防医院(一卡通)";365.00;9.40;0.02575342465753424658;1
"杭州致民医药连锁有限公司";849.10;0.00;0.00000000000000000000;5
"樟树市人民医院";2318.79;725.66;0.31294770117173180840;1
"浙江上百贸易有限公司一百药店";552758.10;136151.90;0.24631371299669783220;3586
"浙江华联医药连锁有限公司绍兴县兰亭连锁店";1419.84;390.53;0.27505211854856885283;6
"浙江瑞人堂医药连锁有限公司三门药店";162510.19;0.00;0.000000000000000000000000;886
"浙江瑞人堂医药连锁有限公司仙居城北药店";35032.35;0.00;0.000000000000000000000000;323
"浙江瑞人堂医药连锁有限公司台州路桥腾达路药店";28.60;0.00;0.00000000000000000000;1
"浙江瑞人堂医药连锁有限公司椒江江城南路药店";22.00;0.00;0.00000000000000000000;1
"浙江省金华市第五医院（杭州铁路分局金华铁路医院）";185176.83;152971.37;0.82608266919786886945;45
"海宁市丁桥镇卫生院";55.75;0.00;0.00000000000000000000;1
"海盐邦尔医院";636988.05;147468.65;0.23150928812557786602;15
"深圳市人民医院";45224.89;16317.04;0.36079778192937561595;12
"深圳平乐骨伤科医院";50247.83;23475.46;0.46719350865500062391;5
"温州东瓯医院";1744315.76;668296.40;0.38312810978672806350;350
"温州市新平药品零售有限公司";12695.22;1687.53;0.13292640852226270990;23
"湖北省人民医院";739.87;0.00;0.00000000000000000000;2
"瑞安市平平大药房";512.00;0.00;0.00000000000000000000;2
"瑞安碧山卫生院";7550039.06;1529418.99;0.20257100365252944797;8266
"稠江街道江湾社区卫生服务站";26732.92;9678.98;0.36206220644807974587;223
"章安街道梓林社区卫生服务站";88.78;0.00;0.00000000000000000000;1
"绍兴上虞益民堂药店";235711.92;0.00;0.000000000000000000000000;989
"绍兴华通医药连锁有限公司马山大药房";4781.70;1025.46;0.21445511010728402033;25
"绍兴市上虞区丰惠镇通明社区卫生服务站";47169.90;20650.93;0.43779889293808127641;180
"绍兴市上虞区广恩堂大药房有限公司";176616.10;0.00;0.000000000000000000000000;1578
"绍兴市上虞区百官街道盛丰新村社区卫生服务站";371081.02;153680.14;0.41414174187620805828;1592
"绍兴市上虞区章镇镇张溪社区卫生服务站";64157.84;27073.25;0.42197882597045037676;269
"绍兴市上虞区谢塘镇盖东社区卫生服务站";;0.00;;2
"缙云县田氏伤科医院";8966.56;6098.84;0.68017612105422815439;3
"老百姓大药房连锁（浙江）有限公司温州马鞍池西路二店";358.70;261.00;0.72762754390855868414;2
"衢州柯城浙西医院有限公司";34243.94;16234.36;0.47407979338826081345;10
"诸暨市直埠镇卫生院";174.35;1909.79;10.9537711499856610;26
"诸暨市红十字医院社区卫生服务站";;0.00;;16
"三岩村卫生室";21.95;0.00;0.00000000000000000000;1
"上山村卫生室";1827.90;1377.22;0.75344384266097707752;7
"上海华东医院(异地)";0.00;0.00;0;1
"上海市东方医院(异地)";103741.54;56679.58;0.54635375568937958700;4
"上海市普陀区宜川社区卫生服务中心";539.45;100.38;0.18607841319862823246;1
"上海市普陀区石泉街道社区卫生服务中心";14694.52;0.00;0.000000000000000000000000;3
"上海市静安区闸北中心医院";87061.69;37499.06;0.43071826425606946063;5
"中国人民武装警察部队总医院";3696006.42;1288735.90;0.34868334996019839165;12
"中国人民解放军总医院（301医院）";950356.53;500237.42;0.52636816206229466325;54
"中国人民解放军第八二医院";817.76;0.00;0.00000000000000000000;1
"临安水涛庄中医医院";107671.17;63072.87;0.58579162834396617033;363
"乐平大连医院";;1930.91;;1
"仙居县百佳惠大药房";1402.08;0.00;0.00000000000000000000;27
"仙居县老百姓药房有限公司";392022.17;0.00;0.000000000000000000000000;272
"仙居安洲普济堂门诊部";17974571.79;0.00;0.000000000000000000000000;15029
"余杭区第五人民医院（201901月换新编码）";9222.77;2245.46;0.24346915297681716014;10
"余杭区黄湖镇社区卫生服务中心";14432088.19;4945689.67;0.34268704603862318832;9576
"佛堂镇毛陈村社区卫生服务站";8829.14;2446.21;0.27706095950454970699;76
"千岛湖镇社区卫生服务中心";3022.87;337.81;0.11175141504596625062;3
"台州市路桥区第二人民医院医疗服务共同体（台州市路桥区第二人民医院)";4815.53;0.00;0.00000000000000000000;8
"台州市黄岩东浦大药房";185.00;0.00;0.00000000000000000000;1
"台州市黄岩区城区社区卫生服务中心";7527.92;0.00;0.00000000000000000000;10
"台州市黄岩知仁堂药铺";28.00;0.00;0.00000000000000000000;1
"嘉兴雅仕口腔门诊部有限公司";8019.00;0.00;0.00000000000000000000;6
"嘉善县罗星街道晋阳社区卫生服务站";369786.30;47558.33;0.12861030816988082035;961
"嘉善惠民李明祥诊所";84986.70;1113.10;0.01309734346668361049;481
"大连医科大学附属第一医院";186356.99;110701.23;0.59402778505920276991;3
"太原市第三人民医院";;380.35;;1
"奉贤区南桥镇西渡社区卫生服务中心";2045.41;0.00;0.00000000000000000000;1
"宁波市社会福利院卫生所";15133.65;10167.74;0.67186303370303925358;33
"宁波市颐康医院";1279590.75;672321.13;0.52541887318269532661;2883
"宁波镇海第二医院";1887048.09;861744.37;0.45666264392869818172;4422
"富阳和清堂中医门诊部（有限公司）";12344803.16;7440184.63;0.60269771284064767542;7218
"嵊州市易心堂大药房有限公司城西药房";2866.29;842.96;0.29409445659720405123;11
"平湖绿康老年康复护理院";14537821.84;12047918.91;0.82872929951932881852;319
"广州医科大学附属第一医院";739179.73;443522.27;0.60001952434491135194;12
"建德富春中医骨伤医院";119142.33;78268.60;0.65693360202037344746;158
"新干县人民医院";952.00;44.20;0.04642857142857142857;1
"无锡市锡山区东亭医院";144.70;38.48;0.26592950932964754665;2
"杭州九洲医疗卫生服务有限公司文华门诊部";4206332.60;1946026.48;0.46264208398546515318;18779
"杭州余杭本治中医门诊部";7649672.23;3312284.38;0.43299690240453609605;10402
"杭州佳欣健康管理有限公司莲花街口腔诊所";1200237.00;176225.82;0.14682585189425088545;1174
"杭州市临安区锦南街道社区卫生服务中心";23090.07;14215.46;0.61565252942065571910;145
"杭州市富阳区富春街道西邮村卫生室";125012.68;58538.71;0.46826217948451309099;133
"杭州康源口腔门诊部";1543319.00;66304.08;0.04296200591063804696;1632
"杭州杏和诊所";3390248.04;1918506.82;0.56588981023347188485;2090
"杭州桦枫中西医结合诊所";3247831.67;2329007.18;0.71709602486880115927;2085
"杭州益万家药房连锁有限公司（含主城区定点的连锁门店）";263.60;0.00;0.00000000000000000000;3
"杭州萧山天润口腔门诊部";699179.00;174402.09;0.24943839846448477429;1950
"杭州萧山萧东医院";10454285.09;8909735.09;0.85225675532060700671;961
"桐乡市妇幼保健院";5062.94;0.00;0.00000000000000000000;9
"桐庐卢炜口腔诊所";105.00;70.88;0.67504761904761904762;1
"桐庐邵畹生精神卫生诊所";1355.45;870.51;0.64222951787229333432;3
"梅城医院";297042.25;208469.89;0.70181898366309843128;621
"武汉大学口腔医院";6321.99;333.91;0.05281723001776339412;2
"江东中心卫生院徐江分院";101058.31;44778.78;0.44309844484832568445;380
"江苏大学附属医院(异地)";2392.56;445.48;0.18619386765640151135;2
"河南中医药大学第三附属医院";9551.90;0.00;0.00000000000000000000;1
"浙江华联医药连锁有限公司宝仁堂连锁店";122489.06;9484.01;0.07742740453718887221;88
"浙江商业职业技术学院医务室";5215.86;1729.25;0.33153688941037527848;34
"浙江康盛堂大药房医药连锁有限公司温州信河街店";778.50;167.68;0.21538856775850995504;5
"浙江康盛堂大药房鸣阳路店";2256.77;1486.96;0.65888858855798331243;4
"浙江瑞人堂医药连锁有限公司三门新港路店";173405.57;0.00;0.000000000000000000000000;1571
"浙江震元医药连锁有限公司天时堂药店";3025.46;1066.95;0.35265711660375612304;11
"浙江震元医药连锁有限公司西畈药店";13345.81;3348.17;0.25087799091999661317;70
"浣东街道李村社区卫生服务站";;194.00;;4
"深圳慈海医院";580.32;126.04;0.21719051557761235181;1
"淳安健民药店连锁有限公司城西连锁店";41.00;0.00;0.00000000000000000000;2
"温州医科大学附属眼视光医院杭州院区(异地)";58951.22;33732.82;0.57221580825638553367;6
"温州市叶同仁医药连锁有限公司瑞安药城";1176.50;0.00;0.00000000000000000000;12
"温州延生堂医药连锁有限公司大南店";66418.80;9745.67;0.14673059434979252862;62
"牡丹江市第一人民医院";228.82;0.00;0.00000000000000000000;1
"瑞安市瑞莘大药房有限公司";219.00;0.00;0.00000000000000000000;4
"瑞安市第二人民医院";93942597.91;46738450.91;0.49752137954261094801;18977
"甘肃省妇幼保健医院";4055.20;1590.32;0.39216808048924837246;1
"绍兴上虞百官华仁堂大药房";237367.55;74259.08;0.31284427884097889539;1078
"绍兴华通医药连锁有限公司漓渚医药商店";919.16;33.05;0.03595674311327734018;8
"绍兴市上虞区城东药店有限公司";1582193.28;554095.92;0.35020747907613411176;6364
"绍兴市上虞区曹娥街道舜耕社区卫生服务站";96449.32;41436.05;0.42961474482142538693;368
"绍兴市上虞区道墟镇新屯南社区卫生服务站";25946.50;11953.76;0.46070799529801707359;126
"上海交通大学医学院附属瑞金医院北院(异地)";2633.41;781.78;0.29686983796674274040;1
"上海市一级医院";465438.78;143989.58;0.30936309174753337055;36
"上溪镇上溪三村社区卫生服务站";7902.15;3117.43;0.39450402738495219655;50
"下涯卫生院";31627.00;18600.25;0.58811300471116451134;125
"东海县人民医院";7290.75;1958.77;0.26866508932551520763;1
"中国人民解放军第三0二医院（传染病专科）";205906.79;74150.98;0.36011915877082052515;25
"中国工商银行股份有限公司余姚支行医务室";4568.60;602.14;0.13179967604955566257;61
"中国计量大学校医院";45609.17;7507.74;0.16461031849516226671;289
"临安市锦城街道社区卫生服务中心";10927.33;9124.87;0.83505028218238124043;1
"义乌市中医医院(义乌市中医院)";139.00;0.00;0.00000000000000000000;1
"义亭镇王阡村社区卫生服务站";1863.67;464.04;0.24899257915832738629;24
"保山市人民医院";;977.64;;1
"分水镇城西社区卫生服务站";166.20;137.72;0.82864019253910950662;1
"北京市海淀区清河街道怡美社区卫生服务站";;1068.53;;1
"北苑街道春晗三区社区卫生服务站";8852.07;3091.26;0.34921323487048791977;86
"南湖区东栅街道云阳社区卫生服务站";307.83;152.40;0.49507845239255433194;4
"台州市安上安药房有限公司黄岩院桥学前街分公司";35.80;0.00;0.00000000000000000000;1
"嘉兴市疾病预防控制中心";17579.18;1198.15;0.06815733157064208911;14
"宁波奉化春荟口腔门诊部";150003.80;10664.28;0.07109339896722616360;189
"宁波市南山老年疗养院医务室";8039.16;3499.79;0.43534274725220047866;43
"宁波市海曙区西门望春社区卫生服务中心";1186592.88;642516.20;0.54147990505387155197;3654
"宁波市镇海区中医医院";8899154.77;4457397.78;0.50087877952481098382;16559
"宁波市镇海区九龙湖镇卫生院";1373039.06;605038.23;0.44065624032574863529;5146
"宁波鄞州协禾口腔门诊部";7968.50;52.00;0.00652569492376231411;12
"富阳市第二人民医院";15149.56;10591.88;0.69915429887072627852;5
"山东大学齐鲁医院";489603.45;236303.92;0.48264349444433040658;13
"嵊州市平康大药房";16700.28;6260.35;0.37486497232381732522;75
"嵊州市长乐镇健康大药房有限公司";1034.00;612.81;0.59265957446808510638;3
"平阳县山门镇晓坑卫生院";317.35;75.89;0.23913659996848904994;2
"建德乾潭王爱华诊所";66595.97;48635.34;0.73030455146159745102;123
"慈溪市桥头镇卫生院";850171.33;363333.56;0.42736510533706188375;3421
"新昌县七星街道福寿堂药店";822.50;168.90;0.20534954407294832827;6
"杨浦区精神卫生中心";4707.85;0.00;0.00000000000000000000;1
"杭州中兴医院";42716785.40;34070611.70;0.79759306279634047556;3203
"杭州保生堂大药房有限公司";48.00;0.00;0.00000000000000000000;1
"杭州孙泰和丰潭路中医门诊部";64064887.55;37342199.14;0.58288089729114025425;21543
"杭州家庭医生健康产业有限公司北区诊所";3588126.64;2644426.72;0.73699369763604553266;2096
"杭州工友中西医门诊有限公司";421280.38;31593.94;0.07499504249402737436;2006
"杭州市富阳区灵桥镇灵桥村卫生室";2470406.69;932567.36;0.37749548030895269313;4771
"杭州市萧山区宁围街道社区卫生服务中心";99768709.53;39969524.83;0.40062184845621707221;47238
"杭州平舟大药房荷花塘分店";19.80;0.00;0.00000000000000000000;1
"杭州桐君堂第二中医门诊部";87112915.22;51775465.32;0.59434889980714388954;23035
"杭州留芳口腔门诊部";651806.71;69597.42;0.10677616374952629745;1185
"杭州西湖城西西医诊所";24183424.64;20421678.14;0.84444938812437773908;4491
"楼塔镇横街社区卫生服务站";87.60;62.54;0.71392694063926940639;1
"武警青海省总队医院";5166.98;2916.89;0.56452511912180809680;1
"永嘉县远志大药房";237.52;0.00;0.00000000000000000000;1
"江头村卫生室";339.69;49.44;0.14554446701404221496;2
"泰兴市人民医院";;4757.96;;1
"浙江华联医药连锁有限公司荣仁堂连锁店";11210.59;5675.85;0.50629360274526140016;37
"浙江同一大药房有限公司（含主城区定点的连锁门店）";45.00;0.00;0.00000000000000000000;3
"浙江温州医药商业集团老香山连锁有限公司民生连锁药店";487.00;224.96;0.46193018480492813142;6
"深圳市孙逸仙心血管医院";;0.00;;1
"淳安县中医院";116561.32;66634.58;0.57166974430282704417;26
"温州市平阳县平安医药连锁有限公司松桥东路店";24.70;0.00;0.00000000000000000000;2
"温州市快特药品零售有限公司";5132.80;1043.36;0.20327306733167082294;12
"湖南师范大学附属湘东医院";;119.62;;1
"漳州妇幼医院";208.03;0.00;0.00000000000000000000;1
"瑞安市存仁堂药品零售有限公司";1732.00;0.00;0.00000000000000000000;6
"福建省浦城县医院";525.80;684.02;1.3009128946367440;2
"绍兴上虞章氏大药房有限公司";112555.00;41005.77;0.36431762249566878415;544
"绍兴县兰亭怡春堂药店";1064.80;429.97;0.40380353117956423742;5
"绍兴市上虞区东关鸿顺堂药房";839268.89;275524.97;0.32829165155877516203;2525
"绍兴市上虞区震元医药连锁上浦加盟药店";810193.59;250887.09;0.30966313865800888402;2630
"绍兴越城越州医院";99018.50;1531972.95;15.4715830880088064;85
"蜀山街道广元社区卫生服务站";454.37;62.96;0.13856548627770319343;3
"西安市第三医院";62517.30;42813.12;0.68482036172387483145;2
"赤岸镇上吴村社区卫生服务站";3280.95;934.56;0.28484432862433136744;38
"连云港第一人民医院";153.50;0.00;0.00000000000000000000;1
"郑州颐和医院";1109.90;231.88;0.20891972249752229931;1
"长江航运总医院（武汉脑科医院）";3601.47;2005.39;0.55682540740308818344;1
"闻堰镇黄山社区卫生服务站";1099.70;0.00;0.00000000000000000000;1
"青岛市精神卫生中心";879.92;0.00;0.00000000000000000000;1
"苍南县望里镇回春药店";166742.60;25637.61;0.15375560894456485625;203
"苏溪镇联合村社区卫生服务站";13027.96;5244.96;0.40259257780957264222;70
"萧山区义蓬街道小泗埠社区卫生服务站";141.37;0.00;0.00000000000000000000;1
"诸暨市五泄卫生院";149.86;1771.07;11.8181636193780862;10
"诸暨市牌头医院社区卫生服务站";;0.00;;6
"陕西省中医医院";46627.76;25786.65;0.55303214222600442312;3
"绍兴市上虞区天天好药房有限公司";593715.70;150365.36;0.25326155262527165780;4134
"绍兴市上虞区悬沙药品有限公司";38090.40;0.00;0.000000000000000000000000;662
"绍兴市震元泰和药店";12873.50;4186.02;0.32516565036703305239;58
"苏州大学附属第二医院";157026.49;57470.17;0.36599028609758773822;17
"萧山区中医院(一卡通)";1376.24;885.22;0.64321629948264837528;3
"诸暨市草塔中心卫生医院";1776.01;2659.07;1.4972156688306935;22
"象山仁明眼病医院";44.00;0.00;0.00000000000000000000;3
"贵州省肿瘤医院";4434.58;1290.20;0.29094074297904198368;1
"镇江市润州区工业园社区卫生服务中心";49609.52;23095.27;0.46554108969407484692;1
"闸北区中心医院";83482.08;113899.11;1.3643540026793774;9
"靖安县中医院";32293.47;27570.59;0.85375123825343018263;1
"鹿城区南郊乡社区卫生服务中心";38537.43;6964.04;0.18070846966183266502;109
"长兴人民医院";0.00;0.00;0;1
"青岛市第三人民医院";8270.71;3079.84;0.37237915487303992039;1
"青浦区白鹤镇社区卫生服务中心赵屯分中心";1419.31;175.00;0.12329934968400138095;1
"高楼卫生院";422.80;0.00;0.00000000000000000000;2
